evento_id,evento,evento_exemplo,tipo_evento,local,n_artigos,n_classificados,score_medio,media_sentimento,muito_negativo,negativo,neutro,positivo,muito_positivo,n/a,n_positivas,n_negativas,share_positivo,share_negativo,proporcao_positivas,proporcao_negativas,ambiguidade_baixa,ambiguidade_media,ambiguidade_alta,proporcao_ambiguidade_alta,peso_positivo,peso_negativo,titulos_exemplo
realizacao-freedom-festival-itaguai-2026,realizacao-freedom-festival-itaguai-2026,Realização do Freedom Festival em Itaguaí,evento publico/cultural,Itaguaí,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Freedom Festival reúne milhares de pessoas em noite histórica de fé em Itaguaí
reconhecimento-base-seguranca-presente-volta-redonda-2025,reconhecimento-base-seguranca-presente-volta-redonda-2025,Reconhecimento da base do Segurança Presente em Volta Redonda como uma das mais produtivas do estado no 1º semestre de 2025,resultado/indicador,"Volta Redonda, RJ",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Operação Segurança Presente de Volta Redonda é destaque em produtividade no estado no 1º semestre de 2025 - Prefeitura de Volta Redonda
recuperacao-lamborghini-xama-2024,recuperacao-lamborghini-xama-2024,Recuperação da Lamborghini de Xamã após roubo,resultado/indicador,Quinta da Boa Vista,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Como Xamã conseguiu recuperar Lamborghini de 4 milhões após roubo
recuperacao-lamborghini-xama-seguranca-presente-2024,recuperacao-lamborghini-xama-seguranca-presente-2024,Recuperação da Lamborghini do cantor Xamã por agentes do Segurança Presente,prisao/apreensao,"Quinta da Boa Vista, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Casa Firjan, em Botafogo, pode se tornar patrimônio nacional nesta terça-feira"
recuperacao-lamborghini-xama-zona-norte-rio-2026,recuperacao-lamborghini-xama-zona-norte-rio-2026,Recuperação da Lamborghini do rapper Xamã na Zona Norte do Rio,resultado/indicador,Zona Norte do Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Lamborghini do rapper Xamã é roubada e recuperada na Zona Norte do Rio
reducao-crimes-sao-goncalo-2023,reducao-crimes-sao-goncalo-2023,Redução de crimes em São Gonçalo em fevereiro de 2023,resultado/indicador,São Gonçalo,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,São Gonçalo registra diminuição nos crimes contra vida e patrimônio; confira números
reducao-criminalidade-operacao-seguranca-presente-volta-redonda-2025,reducao-criminalidade-operacao-seguranca-presente-volta-redonda-2025,Redução da criminalidade na área da Operação Segurança Presente em Volta Redonda,resultado/indicador,Volta Redonda,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Volta Redonda: Área coberta pela Operação Segurança Presente tem baixa na criminalidade - Prefeitura de Volta Redonda
reducao-da-violencia-duque-de-caxias-belford-roxo-2023,reducao-da-violencia-duque-de-caxias-belford-roxo-2023,Redução da violência em Duque de Caxias e Belford Roxo,resultado/indicador,Duque de Caxias e Belford Roxo,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,ISP aponta que forças policiais reduzem violência em Duque de Caxias e Belford Roxo
reducao-furtos-cabos-energia-japeri-2022,reducao-furtos-cabos-energia-japeri-2022,Redução de furtos de cabos de energia em Japeri,resultado/indicador,Japeri,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Segurança Presente reduz em 43,6% o número de furtos de cabos de energia em Japeri"
reducao-historica-criminalidade-centro-rio-2024,reducao-historica-criminalidade-centro-rio-2024,Redução histórica da criminalidade no Centro do Rio,resultado/indicador,Centro do Rio,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Números da PM apontam redução histórica na criminalidade do Centro do Rio
reducao-historica-criminalidade-niteroi-marica-2023,reducao-historica-criminalidade-niteroi-marica-2023,Redução histórica da criminalidade em Niterói e Maricá,resultado/indicador,Niterói e Maricá,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Niterói e Maricá registram menor taxa de mortes violentas em 20 anos
reducao-homicidios-dolosos-rio-janeiro-2022,reducao-homicidios-dolosos-rio-janeiro-2022,Redução de homicídios dolosos no Rio de Janeiro,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Número de homicídios dolosos no RJ chega ao menor patamar em 31 anos
reducao-indices-criminalidade-niteroi-2021,reducao-indices-criminalidade-niteroi-2021,Redução dos índices de criminalidade em Niterói em dezembro de 2021,resultado/indicador,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Niterói registrou em dezembro de 2021 o menor índice de crimes na cidade em 18 anos
reducao-ocorrencias-show-shakira-copacabana-2026,reducao-ocorrencias-show-shakira-copacabana-2026,Redução de 52% nas ocorrências durante o show de Shakira em Copacabana,resultado/indicador,"Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Forças de Segurança reduzem ocorrências em 52% no “Todo mundo no Rio”
reducao-roubos-rua-rio-janeiro-2022,reducao-roubos-rua-rio-janeiro-2022,Redução de roubos de rua no Rio de Janeiro em fevereiro de 2022,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Estado do Rio tem o menor número de roubos de rua desde o ano de 2005
reencontro-pessoas-situacao-rua-familias-2021,reencontro-pessoas-situacao-rua-familias-2021,Reencontro de pessoas em situação de rua com suas famílias promovido pelo Segurança Presente,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança Presente promove reencontro de pessoas em situação de rua com famílias
reforco-320-novos-agentes-seguranca-presente-2022,reforco-320-novos-agentes-seguranca-presente-2022,Reforço de 320 novos agentes civis no programa Segurança Presente,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Programa Segurança Presente ganha o reforço de mais 320 novos agentes civis
reforco-475-policiais-militares-rio-2023,reforco-475-policiais-militares-rio-2023,Reforço de 475 policiais militares no Rio de Janeiro,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança no estado ganha reforço de 475 policiais militares
reforco-475-policiais-militares-rio-de-janeiro-2021,reforco-475-policiais-militares-rio-de-janeiro-2021,Reforço de 475 policiais militares no Rio de Janeiro,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,RJ terá reforço na segurança de 475 policiais militares
reforco-475-policiais-militares-rio-de-janeiro-2023,reforco-475-policiais-militares-rio-de-janeiro-2023,Reforço de 475 policiais militares no Rio de Janeiro,inauguracao/expansao,"Jardim Sulacap, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança no estado ganha reforço de 475 policiais militares
reforco-efetivo-seguranca-presente-ipanema-copacabana-2021,reforco-efetivo-seguranca-presente-ipanema-copacabana-2021,Reforço do efetivo do Segurança Presente em Ipanema e Copacabana,inauguracao/expansao,"Ipanema e Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo do RJ reforça efetivo do Segurança Presente de Ipanema e Copacabana
reforco-operacao-seguranca-presente-amazonas-2026,reforco-operacao-seguranca-presente-amazonas-2026,Reforço da Operação Segurança Presente em 11 municípios do Amazonas,inauguracao/expansao,Amazonas,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Operação Segurança Presente: Reforço enviado pelo Governo do Amazonas chega a 11 municípios - SSP-AM
reforco-operacao-seguranca-presente-carnaval-2025,reforco-operacao-seguranca-presente-carnaval-2025,Reforço da Operação Segurança Presente durante o Carnaval,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo do Estado intensifica segurança e serviços para assegurar tranquilidade em megablocos
reforco-operacao-seguranca-presente-manaus-2026,reforco-operacao-seguranca-presente-manaus-2026,Reforço da Operação Segurança Presente em Manaus,operacao policial,Manaus,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,SSP-AM reforça a Operação Segurança Presente com foco em visibilidade policial - SSP-AM
reforco-operacoes-seguranca-presente-centro-rio-2025,reforco-operacoes-seguranca-presente-centro-rio-2025,Reforço das operações do Segurança Presente no Centro do Rio,operacao policial,Centro do Rio,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Comando do ‘Centro Presente’ rebate ranking e afirma que Região Central tem queda nos crimes
reforco-patrulhamento-bairros-rj-2021,reforco-patrulhamento-bairros-rj-2021,Reforço do patrulhamento em 24 bairros do RJ a partir de maio,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,PM vai reforçar patrulhamento em 24 bairros do RJ a partir de maio
reforco-policamento-bicicletas-eletricas-zona-sul-rio-2025,reforco-policamento-bicicletas-eletricas-zona-sul-rio-2025,Reforço do policiamento com bicicletas elétricas na Zona Sul do Rio,inauguracao/expansao,Zona Sul do Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Zona Sul do Rio terá policiamento com bicicletas elétricas; veja os bairros atendidos
reforco-policamento-noturno-copacabana-leme-2019,reforco-policamento-noturno-copacabana-leme-2019,Reforço do policiamento noturno em Copacabana e Leme,inauguracao/expansao,"Copacabana e Leme, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança Presente atuará na noite e na madrugada em Copacabana e no Leme
reforco-policamento-operacao-seguranca-presente-rock-in-rio-2024,reforco-policamento-operacao-seguranca-presente-rock-in-rio-2024,Reforço do policiamento da Operação Segurança Presente no Rock in Rio 2024,inauguracao/expansao,"Cidade do Rock, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Lei Seca flagra 139 motoristas alcoolizados na primeira noite do Rock in Rio
reforco-policamento-seguranca-presente-carnaval-2019,reforco-policamento-seguranca-presente-carnaval-2019,Reforço do policiamento do Segurança Presente no Carnaval,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Segurança Presente vai reforçar policiamento no Carnaval
reforco-policamento-seguranca-presente-verao-2025,reforco-policamento-seguranca-presente-verao-2025,Reforço do policiamento do programa Segurança Presente durante o verão no Rio de Janeiro,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Verão no auge: policiamento é reforçado nas áreas mais movimentadas da cidade
reforco-policamento-seguranca-presente-zona-sul-centro-2025,reforco-policamento-seguranca-presente-zona-sul-centro-2025,Reforço do policiamento da Operação Segurança Presente na Zona Sul e no Centro do Rio,inauguracao/expansao,Zona Sul e Centro do Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Segurança Presente ganha reforço de verão na Zona Sul e no Centro, com 495 agentes por dia"
reforco-policamento-show-shakira-copacabana-2026,reforco-policamento-show-shakira-copacabana-2026,Reforço no policiamento para o show da Shakira em Copacabana,operacao policial,"Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Todo mundo no Rio: show de Shakira terá reforço no policiamento, com quase 8 mil agentes em ação conjunta entre estado e município"
reforco-seguranca-carnaval-2025,reforco-seguranca-carnaval-2025,Reforço da segurança no Carnaval com 12.550 policiais,operacao policial,"Marquês de Sapucaí, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo do RJ mobiliza mais de 12 mil policiais e tecnologia de ponta para segurança no Carnaval
reforco-seguranca-carnaval-2026,reforco-seguranca-carnaval-2026,Reforço da segurança no Carnaval com câmeras e torres de observação,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Estado do RJ usa 390 câmeras com reconhecimento facial e mais de 40 torres para reforçar segurança no Carnaval
reforco-seguranca-carnaval-2026-rio-de-janeiro,reforco-seguranca-carnaval-2026-rio-de-janeiro,Reforço da segurança no Carnaval de 2026 no Rio de Janeiro,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Carnaval do Rio terá mais de 50 blitz da Lei Seca e fiscalização também dentro do Sambódromo
reforco-seguranca-carnaval-2026-sambodromo,reforco-seguranca-carnaval-2026-sambodromo,Reforço de segurança no Carnaval 2026 no Sambódromo,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Carnaval 2026: Castro anuncia que vai reforçar segurança na dispersão do Sambódromo
reforco-seguranca-carnaval-rio-2025,reforco-seguranca-carnaval-rio-2025,Reforço da segurança no Carnaval do Rio de Janeiro 2025,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Carnaval do Rio de Janeiro 2025: Segurança reforçada e serviços aprimorados para garantir a festa dos foliões
reforco-seguranca-cupula-brics-mam-2025,reforco-seguranca-cupula-brics-mam-2025,Reforço de segurança para a cúpula do Brics no MAM,operacao policial,"Museu de Arte Moderna, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Brics no Rio: 17 mil agentes reforçam segurança para cúpula no MAM
reforco-seguranca-cupula-g20-mam-2024,reforco-seguranca-cupula-g20-mam-2024,Reforço de segurança na Cúpula do G20 no Museu de Arte Moderna do Rio,inauguracao/expansao,Museu de Arte Moderna do Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Governo do Estado reforça segurança no primeiro dia da Cúpula do G20 no Museu de Arte Moderna do Rio
reforco-seguranca-presente-drones-2024,reforco-seguranca-presente-drones-2024,Reforço do Segurança Presente com drones nas 40 bases,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,RJ vai reforçar o Segurança Presente com drones nas 40 bases
reforco-seguranca-presente-pre-carnaval-2026,reforco-seguranca-presente-pre-carnaval-2026,Reforço do Segurança Presente para o pré-carnaval no Rio de Janeiro,operacao policial,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Pré-carnaval no Rio terá reforço no metrô, trens, barcas, PM e SAMU"
reforco-seguranca-presente-show-lady-gaga-copacabana-2025,reforco-seguranca-presente-show-lady-gaga-copacabana-2025,Reforço do Segurança Presente no show de Lady Gaga em Copacabana,operacao policial,"Copacabana, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Com reforço do ‘Segurança Presente’, fãs e moradores aprovam esquema no show de Lady Gaga em Copacabana"
reforco-videomonitoramento-viaturas-policiais-rj-2024,reforco-videomonitoramento-viaturas-policiais-rj-2024,Reforço de videomonitoramento em viaturas policiais e da Defesa Civil do RJ,inauguracao/expansao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Viaturas policiais e da Defesa Civil do RJ ganham reforço de videomonitoramento
registro-42-prisoes-seguranca-presente-niteroi-2021,registro-42-prisoes-seguranca-presente-niteroi-2021,Registro de 42 prisões pelo Segurança Presente em Niterói sob nova gestão,prisao/apreensao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Niterói: Segurança Presente registra 42 prisões desde que o Governo Estadual assumiu a gestão
registro-menor-indice-violencia-niteroi-2025,registro-menor-indice-violencia-niteroi-2025,Registro do menor índice de violência em Niterói desde 2003,resultado/indicador,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Niterói registra menor índice de violência desde 2003
registro-mes-historico-sem-homicidios-niteroi-2025,registro-mes-historico-sem-homicidios-niteroi-2025,Registro de mês histórico sem homicídios em Niterói,resultado/indicador,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Vizinha do Rio, Niterói registra mês histórico sem vítimas de homicídio"
renovacao-contrato-seguranca-presente-2024,renovacao-contrato-seguranca-presente-2024,Renovação do contrato do Programa Segurança Presente no Rio de Janeiro,gestao/administracao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Estado investe R$ 478 milhões em 'bicos' de PMs no Segurança Presente - A Tribuna RJ
renovacao-proeis-niteroi-2024,renovacao-proeis-niteroi-2024,Renovação do convênio do Proeis entre Niterói e o Governo do Estado,gestao/administracao,Niterói,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Niterói e Estado renovam Proeis por R$ 75 milhões
reorganizacao-seguranca-presente-2026,reorganizacao-seguranca-presente-2026,Reorganização do programa Segurança Presente e criação de comissão de transição,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Ricardo Couto reorganiza Segurança Presente e define comissão para transição do programa
repasse-50-milhoes-seguranca-presente-2024,repasse-50-milhoes-seguranca-presente-2024,Repasse de R$ 50 milhões para o programa Segurança Presente,financiamento/parceria,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Alerj repassa R$ 243 milhões ao estado; R$ 50 milhões serão para Segurança Presente
repasse-seguranca-presente-2024,repasse-seguranca-presente-2024,Repasse de R$ 50 milhões para o Programa Segurança Presente,financiamento/parceria,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Alerj anuncia repasse de R$ 243 milhões para reforço na segurança pública
resgate-bicho-preguica-furto-parque-lage-2023,resgate-bicho-preguica-furto-parque-lage-2023,Resgate de bicho-preguiça após furto no Parque Lage,prisao/apreensao,"Parque Lage, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Bicho-preguiça é resgatado após ser levado do Parque Lage escondido em mochila
resgate-clinica-clandestina-nova-iguacu-2024,resgate-clinica-clandestina-nova-iguacu-2024,Resgate de 42 pessoas de clínica clandestina em Nova Iguaçu,operacao policial,Nova Iguaçu,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Mais de 40 pessoas são resgatadas de clínica de reabilitação clandestina em Nova Iguaçu
resultados-operacao-mulher-presente-2026,resultados-operacao-mulher-presente-2026,Resultados da Operação Mulher Presente em 2026,resultado/indicador,"Praça Saens Peña, Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Em apenas 4 meses de atuação, Operação Mulher Presente faz 471 atendimentos"
resultados-operacao-seguranca-presente-2022,resultados-operacao-seguranca-presente-2022,Resultados da Operação Segurança Presente em atendimentos e desaparecimentos,resultado/indicador,"Tijuca, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Operação Segurança Presente já solucionou quase 300 desaparecimentos e fez mais de 200 mil atendimentos assistenciais
resultados-positivos-policiamento-proximidade-rio-2022,resultados-positivos-policiamento-proximidade-rio-2022,Resultados positivos do policiamento de proximidade no Rio de Janeiro,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Alexandre Knoploch: Aproximar a polícia do cidadão para combater o crime
resultados-positivos-seguranca-presente-2025,resultados-positivos-seguranca-presente-2025,Resultados positivos do Segurança Presente no combate à violência em 2025,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Início do ano é de bons resultados para o Segurança Presente
resultados-primeiro-ano-operacao-barcas-rio-2026,resultados-primeiro-ano-operacao-barcas-rio-2026,Resultados do primeiro ano de operação do consórcio Barcas Rio,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Barcas do RJ tiveram mais de 13 milhões de passageiros transportados em 1 ano da nova gestão
resultados-programa-hotel-acolhedor-rio-2021,resultados-programa-hotel-acolhedor-rio-2021,Resultados do programa Hotel Acolhedor no Rio de Janeiro,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Hotel Acolhedor do Rio tem mais de 1.800 pernoites em 45 dias
resultados-programa-mulher-presente-rio-2026,resultados-programa-mulher-presente-rio-2026,Resultados do programa Mulher Presente no Rio de Janeiro,resultado/indicador,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Mulher Presente ganha força no Rio com quase 500 ações em quatro meses
retomada-ocupacao-favelas-trafico-milicia-2020,retomada-ocupacao-favelas-trafico-milicia-2020,Retomada da ocupação de favelas dominadas por tráfico e milícia no RJ,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Cláudio Castro afirma que irá retomar ocupação de favelas dominadas pelo tráfico e milícia
retorno-policiais-aposentados-reforco-pm-rio-2025,retorno-policiais-aposentados-reforco-pm-rio-2025,Retorno de policiais aposentados para reforçar a PM do Rio,gestao/administracao,Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Retorno de policiais aposentados para reforçar a PM do Rio entra na pauta da Alerj
reuniao-criacao-base-seguranca-presente-campo-grande-2024,reuniao-criacao-base-seguranca-presente-campo-grande-2024,Reunião para discutir a criação de base do Segurança Presente em Campo Grande,gestao/administracao,"Campo Grande, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Campo Grande pode ganhar base do Segurança Presente
reuniao-governador-claudio-castro-associacoes-zona-sul-2022,reuniao-governador-claudio-castro-associacoes-zona-sul-2022,Reunião do governador Cláudio Castro com associações da Zona Sul do Rio,evento publico/cultural,"Botafogo, Rio de Janeiro",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Cláudio Castro se reúne com 250 representantes de associações de moradores e comerciantes da Zona Sul do Rio
reuniao-integracao-seguranca-presente-subsecretaria-2026,reuniao-integracao-seguranca-presente-subsecretaria-2026,Reunião de integração entre Segurança Presente e Subsecretaria de Políticas Públicas para as Mulheres,gestao/administracao,"Centro Especializado de Atendimento à Mulher Mercedes Baptista, Campos dos Goytacazes",1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Subsecretaria e Segurança Presente juntas por integração no atendimento a mulheres - Prefeitura de Campos dos Goytacazes
reuniao-seguranca-presente-assistencia-social-2026,reuniao-seguranca-presente-assistencia-social-2026,Reunião entre a Operação Segurança Presente e a Secretaria de Assistência Social de Campos dos Goytacazes,gestao/administracao,Campos dos Goytacazes,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Assistência Social e Cidadania recebe equipe da Operação Segurança Presente - Prefeitura de Campos dos Goytacazes
revista-publico-show-lady-gaga-copacabana-2025,revista-publico-show-lady-gaga-copacabana-2025,Revista do público no show de Lady Gaga na Praia de Copacabana,operacao policial,Praia de Copacabana,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Lady Gaga: PM já revista o público nos 18 pontos de acesso à área do show
revitalizacao-centro-rio-2025,revitalizacao-centro-rio-2025,Revitalização do Centro do Rio de Janeiro,gestao/administracao,Centro do Rio de Janeiro,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,"Com vigor imobiliário, Centro da cidade atrai novos habitantes"
salvamento-bebe-engasgada-nova-iguacu-2026,salvamento-bebe-engasgada-nova-iguacu-2026,Salvamento de bebê engasgada em Nova Iguaçu,resultado/indicador,Nova Iguaçu,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Agentes do Segurança Presente salvam bebê engasgada em Nova Iguaçu
salvamento-crianca-engasgada-nova-iguacu-2026,salvamento-crianca-engasgada-nova-iguacu-2026,Salvamento de criança engasgada por agentes do Segurança Presente em Nova Iguaçu,resultado/indicador,Nova Iguaçu,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Agentes do Segurança Presente salvam criança engasgada em Nova Iguaçu
seguranca-carnaval-miguel-pereira-2023,seguranca-carnaval-miguel-pereira-2023,Segurança durante o Carnaval em Miguel Pereira,resultado/indicador,Miguel Pereira,1,1,1.0,1.0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,0.0,1,0,0,0.0,1,0,Miguel Pereira foi a cidade mais segura do Carnaval do Rio
